Id,Predicted
29458518,204.25
26107882,512.26
12547357,270.4
19069915,185.22
27520341,150.6
12894048,48.29
6845877,128.94
28531920,316.34
9347368,274.02
22206760,66.62
20799199,120.46
14330038,141.03
18655581,68.31
29536152,544.54
21827433,206.73
28862785,211.56
29680421,167.99
19945974,187.7
7748422,94.09
14663344,141.93
9733227,128.48
19811020,163.48
18720911,126.79
11320246,143.15
16667109,95.14
27611223,82.94
18511001,158.94
6346456,190.38
19455284,120.25
13094250,90.66
15917981,189.9
4783674,82.11
18777640,65.66
893853,176.5
26934498,158.38
22278941,120.66
21081172,426.2
121473,193.44
13771885,56.78
19750474,124.38
16869999,111.99
23678832,103.02
20744786,291.93
27953850,61.03
26497309,112.18
12652964,89.08
22232328,293.07
24538544,118.68
14894267,173.56
9838523,105.53
13300113,73.78
21593823,132.95
21121688,44.9
22929942,141.8
7265079,110.6
13377443,88.02
20073605,122.43
7202612,75.92
21476172,150.53
12379298,91.88
9825967,137.76
13959346,82.52
302309,260.82
19413670,113.21
14332210,130.59
16981845,341.54
16630483,174.88
3209980,112.56
29410763,449.55
20611,111.18
19785676,75.91
27544201,159.44
21610552,82.17
9487684,147.68
2919885,67.9
26420986,97.71
27573342,219.22
6986781,243.79
20009122,120.27
2730497,150.49
16321789,83.57
29521447,60.05
5507371,104.45
21516275,219.42
22531031,58.59
22016473,84.59
28736154,57.37
21367901,70.39
19158672,245.19
21921178,81.93
19604307,176.66
2641730,138.74
19624565,330.49
14175040,114.86
9444819,434.65
27857198,450.43
13190121,371.92
13868137,189.44
17080093,112.66
3827442,257.92
19872862,68.33
13145377,176.34
22229817,183.23
2107939,61.42
682155,76.37
3568596,62.71
6261971,63.35
6553661,103.79
5545560,354.8
24244827,138.96
26549354,219.75
21915201,502.99
20149184,323.85
22586473,119.24
26828970,136.84
11775127,170.62
27237617,679.13
14452731,80.89
25168678,144.57
22438519,90.55
23502842,125.01
21378123,93.71
21631186,79.65
20885420,168.48
8186181,142.24
24077483,77.7
24779615,60.71
24635562,62.21
6576336,62.74
21721898,95.02
11148990,180.34
19159503,51.67
6923161,138.92
24896533,82.46
22971074,243.21
28175959,61.29
23917877,527.57
27311481,194.12
15984234,567.6
27936839,104.44
19861740,170.37
5728014,192.34
13733309,145.69
27846079,141.05
21568187,64.77
9078739,58.54
17477221,181.01
5315955,116.96
25475944,51.11
3120723,123.95
27053726,108.45
24289926,160.79
3387493,153.51
29654002,197.66
8107212,63.63
12233692,78.15
21736682,61.07
9219472,164.19
11165881,90.96
24379887,163.15
16368470,181.72
7272453,124.62
23614112,178.51
23145289,138.82
7742287,102.44
11037023,64.94
13308629,129.01
22336905,825.75
22401901,109.87
16839686,90.77
18988028,63.5
6731373,47.67
17795491,107.2
28673212,183.35
1763209,100.32
10057826,153.87
21825081,134.87
18423707,156.76
732700,330.23
22768701,95.35
27904840,839.26
20296968,161.16
22009072,89.65
27248487,238.26
20007899,78.24
317905,118.32
8251228,53.22
320128,77.06
6849137,89.48
22518038,94.62
16123619,501.85
15488128,85.48
722464,115.12
21813814,91.55
27993666,100.86
13654127,113.86
27250504,67.9
17940009,86.2
413775,184.51
23871290,45.75
14023316,95.5
11983644,95.1
4739407,111.61
15717865,51.67
19194997,160.62
26914676,118.33
16673954,240.85
21799470,75.07
16311513,64.28
13276680,89.21
23109351,344.23
21354840,159.57
29359560,173.63
14686954,64.39
29057571,245.13
11352664,85.9
17314998,113.51
24656108,146.29
9312190,149.01
18488058,83.08
17813907,195.32
15108887,48.01
1914787,65.89
25184175,173.85
6423589,121.97
3181834,871.02
14106099,167.08
325429,147.7
17925111,139.38
29588587,92.58
16323024,190.45
4700265,210.8
3913635,196.66
22051355,86.4
23608727,472.69
1813829,89.15
1984390,149.54
29232781,68.36
25777661,77.83
14705110,169.5
17515734,68.34
26425874,51.54
11190701,63.18
19430305,75.88
26423738,180.86
10075145,291.73
4063357,141.46
2087663,127.32
4126452,144.81
1108309,141.34
4891616,80.45
25680422,145.36
27926311,100.53
21514852,52.88
25346842,81.89
22045554,67.86
12964763,222.47
9596708,262.49
27464651,207.21
13802195,97.5
15928889,53.68
3662827,226.49
10040649,133.77
5538720,86.48
11435936,250.22
25255024,150.39
24366897,120.64
12447273,93.65
3168120,141.04
26874727,103.8
332525,163.36
10015258,77.02
27304971,145.39
29186776,82.72
13666116,114.63
24044039,65.65
20498653,54.85
25266169,71.88
21733997,71.42
21264068,96.45
19341760,109.3
17329090,209.73
23594177,177.17
7480229,74.23
22906559,109.36
2210281,117.5
2636762,78.46
18476851,61.32
18402568,45.54
17297467,56.15
13394,115.83
17623200,463.75
5040218,96.56
466277,153.06
24528299,90.45
4824146,137.31
7496203,51.44
5613334,80.43
20586070,313.83
28543486,228.09
29306568,218.28
3508355,98.02
8423636,159.2
4090748,149.83
16893030,171.93
11618854,69.35
19356281,84.65
18753406,109.68
22615158,59.55
11563821,194.07
17147561,102.56
9149435,101.9
22705115,105.48
13156126,408.48
12776694,92.82
6464070,96.27
24287857,138.73
8411164,139.07
27610608,189.89
7637047,135.24
23101845,93.89
28312421,134.03
16406680,427.21
3369826,145.97
23575358,192.82
21289856,153.19
25872636,492.77
19327508,99.3
14065821,203.44
15534686,62.25
15972733,115.87
27057790,59.93
2671926,102.48
26739303,64.93
27201257,107.5
22065495,57.67
15166520,59.39
11739698,215.38
17031720,107.8
21746100,120.32
21922407,212.19
13938420,140.98
2091367,91.49
21736808,155.19
21782833,339.34
25834338,88.17
16179120,102.3
23062969,54.8
19360201,184.49
21344762,82.83
13952319,124.33
26608031,167.73
3238355,122.43
29149618,198.75
829083,183.14
15529123,119.12
22020786,122.83
9614760,98.52
17941948,92.52
19980048,196.27
7025693,66.89
25590511,211.82
28437023,143.07
22354348,217.68
20815456,90.38
26520935,47.48
29238311,167.68
16546876,61.09
27579844,438.78
28940279,74.45
15491431,150.24
9826081,45.68
239733,62.28
13876040,120.84
21948983,130.06
10115375,66.6
22294102,132.84
20874820,77.31
3012871,126.85
29652515,391.07
15285181,50.25
15248135,77.65
9260616,129.42
9403937,192.41
19171773,67.11
28894636,99.32
25806336,31.28
6347713,162.01
20212025,61.41
18721845,70.72
16465690,116.58
21633501,377.31
4744487,150.36
22706985,171.55
22191760,112.24
1251566,175.94
20933848,227.2
25713663,67.37
23480048,95.22
23620518,139.76
5334478,186.67
21961462,168.38
5936796,72.25
4174115,312.14
21636155,59.05
4128428,197.89
819893,69.58
24521322,176.0
13077370,79.58
3686493,318.86
15956772,60.51
266146,173.38
16081134,57.85
22830328,98.88
4717237,110.65
1502018,78.49
27951070,112.63
13670376,211.75
26598477,388.96
272044,174.5
4774658,173.89
23516943,65.66
16487559,54.15
27136639,80.38
1928570,178.56
12917057,110.34
21864747,86.27
27778703,150.62
12385794,186.43
29504721,483.86
6108021,119.19
21604003,42.94
11282788,55.28
29751478,90.43
25664429,63.63
23513769,134.66
10083580,86.24
14639920,161.52
15378469,64.02
16614713,71.49
17856672,199.37
29543716,300.0
6886371,159.77
25516958,156.07
20212707,74.39
4454400,162.35
21116651,138.08
2521380,135.24
12836502,145.49
5825173,152.23
27106892,219.34
14952357,47.65
8312148,213.82
26306276,117.53
3411815,107.33
7859932,109.18
24676554,133.92
21594436,198.76
9373167,85.86
22419930,58.59
27486387,144.12
27584413,85.25
16837628,91.72
13426681,230.14
23565268,205.13
4198764,132.04
27530069,273.65
25871075,183.05
22703920,53.2
8795721,71.56
3540722,138.89
13711439,154.25
9740264,93.36
11261146,115.01
5742795,242.8
26866483,84.16
21862079,160.71
20476397,219.93
3337808,386.82
24049220,318.46
26131183,69.81
14446717,173.99
15867800,60.21
8666770,157.41
16735848,61.46
29480988,75.65
24750367,47.89
29058736,62.1
29461095,123.68
24495291,69.5
23913344,184.82
22400568,153.9
26948963,68.92
14320998,87.68
28610673,88.23
11438999,142.2
9118945,80.03
1461873,62.59
13813731,92.17
29413438,131.69
26869596,139.0
8405978,103.75
995169,212.05
9710117,55.06
12359146,171.96
8104879,84.92
18194482,58.36
9918963,131.5
23840461,41.25
9679720,60.38
8751691,65.38
975250,58.41
4275729,170.28
23219659,105.78
24101160,347.14
8172864,79.3
29706049,248.15
22151092,75.73
23360836,291.29
3689140,171.97
24041631,62.61
1316961,108.72
11873821,104.41
3717427,172.72
26033423,221.82
2494739,141.39
14660126,336.6
21982618,45.79
4865377,211.46
12780475,71.79
23024065,151.96
3272161,152.44
16664273,114.66
18209795,100.47
19142273,57.85
24582124,149.93
8204305,227.93
12869567,203.38
2051675,99.5
15127414,99.2
4737392,152.27
29569979,85.95
26534723,104.55
17456123,92.39
4126676,124.03
17464043,63.95
24409829,189.8
27572554,69.05
767286,172.47
26055709,105.2
17118782,187.41
5883159,175.61
15219855,126.59
6560165,250.99
10017050,50.74
24391676,604.74
15562465,133.51
26438753,291.48
23808715,148.62
21967379,80.97
25580113,333.0
747316,164.13
18358792,245.19
21501622,125.41
3465651,86.05
22118980,71.02
15378960,178.8
23596011,75.28
187979,212.0
25451077,192.4
20205846,75.88
4753918,113.17
64361,146.62
13658407,116.68
12342876,146.39
21365379,157.79
18267345,105.61
21140951,311.4
6258983,132.75
28086391,183.23
27261014,70.19
9050105,152.04
3376999,214.92
28723300,154.37
26098654,174.61
13061064,99.85
10635913,101.84
6282629,86.41
11514756,288.12
22087030,329.43
5006113,340.52
11323125,69.91
12009807,135.5
8738438,505.71
18501885,221.6
20202971,180.57
23508956,167.39
25902370,435.23
10156314,127.9
29183445,170.6
9825448,119.0
22447855,137.61
28732842,136.95
19827778,72.4
786727,141.45
20257148,54.7
16767867,123.75
13575747,124.59
19162441,85.38
12389931,254.75
20618578,76.71
7221239,127.83
3912794,66.42
690553,202.25
2254412,640.07
6239753,95.32
26847619,66.33
8886910,209.71
15806018,97.83
13235951,87.49
10342806,92.83
19933967,183.35
23714378,63.48
21578513,48.62
13859196,110.01
925240,192.13
9597258,43.12
25287087,105.54
5241757,201.99
21929935,110.3
21483653,93.01
20958738,58.11
10100474,131.06
5003437,117.23
9093032,139.47
21770746,102.9
559324,157.3
23302260,297.19
27466393,79.27
3426028,113.93
16533749,45.71
4216435,103.41
22777530,71.67
24734792,140.56
1520806,153.08
22214594,105.57
17669867,83.38
3068852,131.37
26810466,151.68
26275643,195.02
4077428,204.14
23121375,124.3
29209620,259.69
19787770,65.48
19016912,42.84
22066635,157.99
25127644,161.29
3302932,379.29
16163323,109.67
22245972,101.05
12950979,133.25
11377233,46.67
21934181,52.36
20994326,49.39
17192309,141.74
659880,71.9
22731353,169.33
21947039,333.82
29453891,93.95
13709619,100.67
15099149,63.72
28603871,268.09
3825437,131.29
27490389,256.89
14297224,195.59
21609424,51.62
28890259,119.82
8887748,92.44
28071460,118.22
23808032,165.26
16811364,81.51
21484947,206.95
19533966,247.75
26553542,105.4
12051116,84.41
13019720,348.92
9231257,73.78
4694622,68.59
28661064,159.72
18448556,69.54
13124737,207.91
1392079,143.97
16480673,191.06
20900299,198.87
15250168,184.22
26828553,128.37
15114265,91.7
15799563,189.68
4532989,113.19
11015593,177.23
18482729,213.07
21794522,64.58
29051411,143.0
8304809,194.15
20653520,66.69
20801388,132.19
23992091,206.25
4470423,256.09
12836808,201.24
1966565,277.04
24780380,261.03
800918,111.79
766814,122.68
27636227,175.59
3467744,138.85
7966943,195.85
314442,86.18
26305529,99.02
16113712,183.9
23755278,73.74
555206,105.01
19454344,164.61
4211510,90.67
22227431,40.02
25869449,103.91
28457838,748.03
24575257,118.74
23550857,168.72
20616492,159.01
16309452,73.7
11043970,121.15
27761249,64.14
18692321,154.13
12404677,131.76
27362309,54.27
7858023,181.69
25705191,107.11
20033770,79.22
29612248,70.18
13137970,64.42
14928336,67.88
7986666,112.27
10755640,65.47
18314397,129.84
22956809,174.05
10018313,195.15
24495238,69.89
1734724,137.04
19436446,78.22
998312,115.83
29630553,81.03
9882147,56.81
14827752,220.74
9452124,161.66
28987362,42.73
12969014,145.66
12170991,85.7
16604442,181.26
22453527,143.25
18590415,311.01
681805,50.14
10575811,117.85
24917792,54.0
7901715,82.64
4786818,79.53
2888088,102.4
24895943,131.54
24965862,63.79
21939486,163.94
26329328,61.64
23623969,122.03
7086310,121.48
9576278,106.62
8993422,125.02
6449002,179.65
21972082,58.64
21698837,53.38
6601683,124.66
4295108,80.59
13208373,245.55
20284711,136.45
19472799,171.34
16969156,212.62
20604857,482.92
15492561,121.51
15478143,236.81
12796391,773.94
6822403,72.65
17253106,83.86
9410042,148.8
18766657,284.3
15816784,55.94
19790601,881.18
27914324,83.55
23262857,152.36
6538963,127.85
6407534,120.78
9096381,120.6
29626161,105.43
22986139,353.39
21312495,150.23
4581788,70.68
638218,123.86
17472887,264.68
24330034,204.75
28329261,70.88
26653712,259.77
11585049,137.54
28412831,110.36
22376903,114.77
5495026,63.24
9596608,174.69
17923165,147.57
18153026,219.31
21740278,143.43
4687896,130.12
4365765,78.14
18430588,67.01
1843891,124.45
20264224,78.96
4135674,233.09
27237609,572.88
10790350,85.86
1303850,173.26
22569493,112.38
28344462,130.53
25786000,158.64
19521605,89.68
8720488,65.0
23078073,136.31
4487846,200.51
12706347,101.24
3067093,207.06
11553451,187.61
15095408,101.57
21884602,203.63
21186066,247.31
22085185,119.47
29166232,203.85
2432545,85.91
22277333,68.62
27929173,70.98
13379635,194.33
2066165,64.44
13411367,93.02
28520183,145.13
1524711,197.58
9819545,103.07
18894445,113.14
2139828,189.93
11651283,187.63
26639054,129.56
4122050,184.87
19999160,63.34
22318742,119.07
19349497,136.68
1954429,180.63
13282779,66.24
24561950,64.57
7966358,373.93
13688249,139.25
780858,114.95
10540337,60.66
21524324,404.79
11755816,62.56
10588692,138.41
26594677,380.49
12211625,52.85
16996170,328.13
18993379,320.08
17317366,244.47
16485990,107.63
19720270,154.21
4705670,123.05
19343326,89.55
4439839,118.9
26784754,59.03
5692807,212.31
19710742,69.14
26663557,223.19
9133645,222.68
18957055,74.06
23756498,96.14
10068269,131.05
20686134,94.62
25085980,103.58
9238214,51.35
28431734,49.86
27546132,101.19
9003691,185.31
23654584,81.17
4359756,107.74
26679556,96.99
22462752,244.76
2067166,157.36
7348959,73.93
15930495,187.58
27337454,78.01
19288313,142.18
13540233,139.01
14109365,102.69
14313481,113.01
1476484,201.78
26058246,161.61
21475619,110.03
26006344,88.43
7796446,193.25
27279953,123.06
17417619,72.85
18551084,97.92
11227558,116.67
22176782,73.48
26465686,63.61
6673638,97.18
13443722,116.75
257097,111.55
5006114,76.52
23306531,109.76
17285548,246.11
8337597,61.93
784122,181.37
18422285,1041.12
18750416,485.5
7483853,77.38
20207945,55.5
25941191,78.48
20845313,152.07
10439129,133.72
6609293,113.41
7598279,107.22
13515007,86.74
17605729,83.48
5940920,166.67
10366041,104.71
20618049,280.79
9521009,72.01
29412375,60.61
24874467,107.08
24188926,64.28
18461296,156.16
4821786,68.02
29511701,132.68
2135754,189.65
28845345,263.76
16734212,154.54
24942175,235.36
833519,107.08
21408586,59.18
21898567,59.24
13140389,95.17
29152320,62.36
11125166,52.09
16140496,108.28
23612811,53.44
18752307,137.69
11847014,294.21
2578373,533.05
8307946,191.39
24592583,180.32
20016493,752.43
7174067,87.84
23021573,317.6
25512622,70.98
13749509,171.11
16085546,159.99
29094342,60.4
2838319,99.34
3050544,135.83
28567040,143.12
13479511,145.9
19907609,326.01
665394,173.92
28539077,66.57
26743923,326.82
8228217,76.38
13573790,83.59
21579325,176.49
21770599,86.51
19317831,179.01
24899087,55.84
21449126,133.35
27779997,319.27
20111316,104.3
8881955,86.48
20968000,266.44
28792189,145.55
14203693,100.91
13444238,242.99
7095783,150.18
19181924,324.93
13864224,166.05
19196146,126.0
28047244,294.17
25341465,53.74
24780796,74.04
19569054,72.88
24432685,81.81
8422085,148.83
22064879,71.25
15050044,83.78
28344821,77.97
20124372,57.14
28098799,135.09
13973268,62.69
23827761,231.06
27523963,58.38
21959552,159.78
15495356,85.47
18999147,72.06
7913426,167.29
13451379,58.22
7949480,76.45
10628495,102.99
14926631,144.05
4698079,153.89
29213886,132.34
15985264,51.08
4623635,238.56
22213508,253.24
23974919,135.51
16827715,88.75
470498,130.4
8213227,102.68
8219648,69.88
17343967,709.58
17629529,72.44
21851570,62.64
9794825,174.14
14199146,55.38
16650612,157.63
5849810,97.91
9428221,202.41
1818411,366.66
1013648,214.3
22302587,84.22
26814523,469.4
1186569,55.31
20690781,214.84
29221565,60.89
28209194,224.28
29681842,137.41
13641995,78.77
29416693,233.62
14153178,164.87
7355158,84.08
18375815,70.56
21871576,214.58
13488308,168.74
29257345,74.57
16601841,69.82
20743194,123.48
29393457,192.43
2237032,71.75
13732215,102.72
25616450,88.37
13556488,174.94
23135,119.91
15833015,189.12
22651901,137.54
22629696,82.7
26334004,228.1
5581272,44.89
15845077,88.56
25743841,196.87
19743260,52.56
29392612,80.17
28548195,58.88
6016379,141.88
23142952,53.77
22946348,56.14
24482313,64.86
8105749,193.22
9433234,528.09
21439269,120.99
1970915,88.32
23006296,183.8
13495499,313.75
20406982,86.57
27986246,146.04
26991846,343.09
13617449,86.21
21098980,160.07
17294950,105.68
21012991,150.26
21577526,81.79
19803462,142.61
28937520,102.3
28468229,297.15
23715388,171.5
8439595,198.58
13348987,114.51
7245289,284.12
29152795,50.38
28940768,145.03
2344112,77.26
8014298,60.67
4269862,190.41
21950963,268.02
19010266,264.48
1171614,68.37
25971425,59.02
10382430,89.5
28001862,195.68
28129565,152.16
14487072,56.41
19873185,70.17
2653644,135.35
8847542,110.87
6692213,124.19
26734536,81.06
20112687,68.5
4902025,86.09
16617969,80.36
926337,139.81
1072071,202.91
24500966,189.4
9808055,200.55
16778903,98.26
15591309,85.66
16005905,97.9
28477383,77.3
13916105,168.87
9546994,164.98
27045546,138.12
7965847,70.54
6652755,172.84
12956315,153.18
20469880,300.04
14041548,58.21
8341556,102.89
24780232,249.8
24229928,68.59
21531185,270.98
6069703,106.62
19874046,131.48
5656639,153.26
12009779,108.37
7953690,109.06
22851242,70.94
14334031,95.33
17893477,101.15
18254908,109.19
28301882,61.32
23660051,53.8
20301415,138.19
10074282,98.23
26953440,381.74
28916919,221.67
4189428,311.54
23839221,77.27
20712140,209.82
13561402,168.81
8538077,193.12
21491135,139.94
2618288,74.35
9613465,90.4
1089619,79.67
27432653,116.31
21701695,125.32
5285141,116.28
5251673,93.08
13935511,145.95
5316266,83.27
7037918,67.8
22786489,252.09
12244218,82.75
26785149,62.04
12863090,75.18
8473811,264.89
719621,92.51
848087,84.89
23521858,77.6
20505979,119.88
7546944,139.65
2362306,87.61
7955150,94.92
26003793,262.88
15706724,212.85
26470880,124.16
23601676,141.55
9594995,126.69
20459849,49.12
26439884,65.85
13204919,108.4
7431316,47.01
23428475,193.18
28368404,136.28
9685114,68.03
16722760,260.81
4823910,238.42
15041647,68.78
28153346,129.49
9153075,97.93
27169886,47.57
670767,60.84
8286580,120.22
4787201,155.68
19268130,267.88
9926599,155.53
13586284,347.0
22117835,135.76
11043651,81.41
27368907,214.82
22119375,89.16
2045727,86.37
1148978,71.88
14596236,55.68
6291568,85.22
4701270,155.29
4077427,109.83
736187,61.46
11791225,76.97
11360854,59.03
22451363,176.61
25518386,68.86
9990200,73.76
1728339,144.92
28083998,134.33
19220496,89.58
8167884,118.37
27370359,213.62
2419574,112.35
11513480,52.99
23629119,43.15
7480795,116.77
8964740,135.09
8719984,155.77
9299707,149.43
14236734,139.3
17411672,297.15
20030489,111.31
19266068,178.85
6051782,196.68
7194042,163.68
60864,147.69
855542,103.75
7807454,74.87
205485,153.32
22797978,249.65
18375685,157.42
17938337,120.04
7939074,59.0
26005933,97.42
22694177,60.12
13202374,78.23
25278248,77.89
27731269,137.43
24632879,192.8
28418722,112.45
29560285,130.47
45393,200.7
1785942,57.59
29699560,266.63
2150818,162.24
21798501,76.68
264323,114.81
18997907,94.01
23377713,48.24
15535199,124.98
14443766,144.08
3783639,142.67
1937761,143.4
17097495,95.41
15663603,48.19
18341580,179.07
11362069,324.04
15071519,89.44
15767894,53.61
17764129,77.7
20016901,62.42
25457583,63.8
26501755,167.53
22846744,138.63
7006494,653.94
1878965,126.31
7661735,213.65
19093789,80.54
